Exercício: 2021;;;;;;;
Período: 1o. bimestre;;;;;;;
Escopo: Municípios do Estado - CE;;;;;;;
Anexo 06 - Demonstrativo do Resultado Primário e Nominal;;;;;;;
Tabela: Cálculo Acima da Linha - Receitas Primárias;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 07/07/2021;;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Valor;date
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;RECEITAS REALIZADAS (a);Demais Receitas Correntes;77351,05;20210201
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;RECEITAS REALIZADAS (a);Receitas Correntes Restantes;77351,05;20210201
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;RECEITAS REALIZADAS (a);RECEITAS PRIMÁRIAS CORRENTES (IV) = (I - II - III);33669832,64;20210201
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;RECEITAS REALIZADAS (a);RECEITA PRIMÁRIA TOTAL  (XII) = (IV + XI);33669832,64;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;RECEITAS CORRENTES (I);97998584,84;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Impostos, Taxas e Contribuições de Melhoria;3338924,89;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;IPTU;583100;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;ISS;1256270;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;ITBI;183152;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;IRRF;770700;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Outros Impostos, Taxas e Contribuições de Melhoria;545702,89;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Contribuições;1061800;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Receita Patrimonial;616500;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Aplicações Financeiras (II);615800;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Outras Receitas Patrimoniais;700;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Transferências Correntes;92499659,95;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Cota-Parte do FPM;26591200;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Cota-Parte do ICMS;5299800;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Cota-Parte do IPVA;2238600;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Cota-Parte do ITR;1300;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Transferências da LC 87/1996;14859,95;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Transferências da LC nº 61/1989;23800;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Transferências do FUNDEB;36772551,6;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Outras Transferências Correntes;21557548,4;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Demais Receitas Correntes;481700;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Outras Receitas Financeiras (III);5700;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Receitas Correntes Restantes;476000;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;RECEITAS PRIMÁRIAS CORRENTES (IV) = (I - II - III);97377084,84;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;RECEITAS DE CAPITAL (V);2953888,76;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Alienação de Bens;23800;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Outras Alienações de Bens;23800;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Transferências de Capital;2930088,76;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Convênios;1661088,76;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;Outras Transferências de Capital;1269000;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;RECEITAS PRIMÁRIAS DE CAPITAL (XI) = (V - VI - VII - VIII - IX - X);2953888,76;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PREVISÃO ATUALIZADA;RECEITA PRIMÁRIA TOTAL  (XII) = (IV + XI);100330973,6;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);RECEITAS CORRENTES (I);17768739,35;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Impostos, Taxas e Contribuições de Melhoria;626986,93;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);IPTU;76671,3;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);ISS;233808,51;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);ITBI;22445,66;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);IRRF;136851,65;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Outros Impostos, Taxas e Contribuições de Melhoria;157209,81;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Contribuições;275586,05;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Receita Patrimonial;19214,4;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Aplicações Financeiras (II);19214,4;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Transferências Correntes;16786471,1;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Cota-Parte do FPM;5298497,83;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Cota-Parte do ICMS;912756,06;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Cota-Parte do IPVA;747393,32;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Transferências da LC nº 61/1989;4724,36;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Transferências do FUNDEB;7774014,86;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Outras Transferências Correntes;2049084,67;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Demais Receitas Correntes;60480,87;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Outras Receitas Financeiras (III);11126,52;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Receitas Correntes Restantes;49354,35;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);RECEITAS PRIMÁRIAS CORRENTES (IV) = (I - II - III);17738398,43;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);RECEITAS DE CAPITAL (V);159165;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Transferências de Capital;159165;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);Outras Transferências de Capital;159165;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);RECEITAS PRIMÁRIAS DE CAPITAL (XI) = (V - VI - VII - VIII - IX - X);159165;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RECEITAS REALIZADAS (a);RECEITA PRIMÁRIA TOTAL  (XII) = (IV + XI);17897563,43;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;RECEITAS CORRENTES (I);212197384;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Impostos, Taxas e Contribuições de Melhoria;19734164,36;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;IPTU;2300072;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;ISS;7182694;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;ITBI;1482507;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;IRRF;7070048;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Outros Impostos, Taxas e Contribuições de Melhoria;1698843,36;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Contribuições;14808577,12;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Receita Patrimonial;6555900;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Aplicações Financeiras (II);6555800;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Outras Receitas Patrimoniais;100;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Transferências Correntes;168528242,5;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Cota-Parte do FPM;35668057,49;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Cota-Parte do ICMS;35802360;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Cota-Parte do IPVA;2391188;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Cota-Parte do ITR;20074,44;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Transferências da LC nº 61/1989;160166,4;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Transferências do FUNDEB;53067514,41;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Outras Transferências Correntes;41418881,79;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Demais Receitas Correntes;2570500;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Receitas Correntes Restantes;2570500;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;RECEITAS PRIMÁRIAS CORRENTES (IV) = (I - II - III);205641584;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;RECEITAS DE CAPITAL (V);37895230,91;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Operações de Crédito (VI);30457940,67;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Alienação de Bens;52000;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Receitas de Alienação de Investimentos Permanentes (IX);52000;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Transferências de Capital;7385290,24;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Convênios;6385290,24;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;Outras Transferências de Capital;1000000;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;RECEITAS PRIMÁRIAS DE CAPITAL (XI) = (V - VI - VII - VIII - IX - X);7385290,24;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PREVISÃO ATUALIZADA;RECEITA PRIMÁRIA TOTAL  (XII) = (IV + XI);213026874,3;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);RECEITAS CORRENTES (I);40971472,24;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Impostos, Taxas e Contribuições de Melhoria;2460233,38;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);IPTU;232599,06;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);ISS;1093909,55;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);ITBI;156195,25;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);IRRF;107608,95;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Outros Impostos, Taxas e Contribuições de Melhoria;869920,57;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Contribuições;2412313,15;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Receita Patrimonial;38056,85;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Aplicações Financeiras (II);6984,35;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Outras Receitas Patrimoniais;31072,5;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Transferências Correntes;35786932,42;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Cota-Parte do FPM;7064663,74;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Cota-Parte do ICMS;5716201,97;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Cota-Parte do IPVA;1069918,73;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Cota-Parte do ITR;12163,19;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Transferências da LC nº 61/1989;29625,06;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Transferências do FUNDEB;11637388,83;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Outras Transferências Correntes;10256970,9;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Demais Receitas Correntes;273936,44;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Receitas Correntes Restantes;273936,44;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);RECEITAS PRIMÁRIAS CORRENTES (IV) = (I - II - III);40964487,89;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);RECEITAS DE CAPITAL (V);579138;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Transferências de Capital;579138;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);Outras Transferências de Capital;579138;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);RECEITAS PRIMÁRIAS DE CAPITAL (XI) = (V - VI - VII - VIII - IX - X);579138;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RECEITAS REALIZADAS (a);RECEITA PRIMÁRIA TOTAL  (XII) = (IV + XI);41543625,89;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;RECEITAS CORRENTES (I);332040750;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Impostos, Taxas e Contribuições de Melhoria;90058500;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;IPTU;2050000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;ISS;81200000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;ITBI;807000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;IRRF;5400000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Outros Impostos, Taxas e Contribuições de Melhoria;601500;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Contribuições;7310750;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Receita Patrimonial;7469000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Aplicações Financeiras (II);7299000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Outras Receitas Patrimoniais;170000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Transferências Correntes;225738000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Cota-Parte do FPM;30870000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Cota-Parte do ICMS;99200000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Cota-Parte do IPVA;3440000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Cota-Parte do ITR;24000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Transferências da LC 87/1996;80000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Transferências da LC nº 61/1989;240000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Transferências do FUNDEB;54500000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Outras Transferências Correntes;37384000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Demais Receitas Correntes;1464500;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Outras Receitas Financeiras (III);20000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Receitas Correntes Restantes;1444500;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;RECEITAS PRIMÁRIAS CORRENTES (IV) = (I - II - III);324721750;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;RECEITAS DE CAPITAL (V);20220000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Transferências de Capital;20220000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;Convênios;20220000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;RECEITAS PRIMÁRIAS DE CAPITAL (XI) = (V - VI - VII - VIII - IX - X);20220000;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;PREVISÃO ATUALIZADA;RECEITA PRIMÁRIA TOTAL  (XII) = (IV + XI);344941750;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;RECEITAS REALIZADAS (a);RECEITAS CORRENTES (I);54424436,87;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;RECEITAS REALIZADAS (a);Impostos, Taxas e Contribuições de Melhoria;14067955,73;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;RECEITAS REALIZADAS (a);IPTU;188806,18;20210201
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;48869;RECEITAS REALIZADAS (a);ISS;12624829,02;20210201
