Exercício: 2021;;;;;;;
Período: 1o. bimestre;;;;;;;
Escopo: Municípios do Estado - CE;;;;;;;
Anexo 06 - Demonstrativo do Resultado Primário e Nominal;;;;;;;
Tabela: Cálculo Acima da Linha - Despesas Primárias;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 07/07/2021;;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Valor;date
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS EMPENHADAS;Pessoal e Encargos Sociais;17162352,78;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS EMPENHADAS;Outras Despesas Correntes;6468696,49;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS EMPENHADAS;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);23631049,27;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS EMPENHADAS;DESPESAS DE CAPITAL (XVI);2037621,52;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS EMPENHADAS;Investimentos;1183483,79;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS EMPENHADAS;Inversões Financeiras;2709;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS EMPENHADAS;Demais Inversões Financeiras;2709;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS EMPENHADAS;Amortização da Dívida (XX);851428,73;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS EMPENHADAS;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);1186192,79;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS EMPENHADAS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);24817242,06;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS LIQUIDADAS;DESPESAS CORRENTES (XIII);10126588,1;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS LIQUIDADAS;Pessoal e Encargos Sociais;8046175;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS LIQUIDADAS;Outras Despesas Correntes;2080413,1;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS LIQUIDADAS;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);10126588,1;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS LIQUIDADAS;DESPESAS DE CAPITAL (XVI);994952,87;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS LIQUIDADAS;Investimentos;644378,33;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS LIQUIDADAS;Amortização da Dívida (XX);350574,54;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS LIQUIDADAS;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);644378,33;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS LIQUIDADAS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);10770966,43;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS PAGAS (a);DESPESAS CORRENTES (XIII);9981453,85;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS PAGAS (a);Pessoal e Encargos Sociais;8044635;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS PAGAS (a);Outras Despesas Correntes;1936818,85;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS PAGAS (a);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);9981453,85;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS PAGAS (a);DESPESAS DE CAPITAL (XVI);855027,8;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS PAGAS (a);Investimentos;504453,26;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS PAGAS (a);Amortização da Dívida (XX);350574,54;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS PAGAS (a);DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);504453,26;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;DESPESAS PAGAS (a);DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);10485907,11;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS CORRENTES (XIII);1223905,57;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RESTOS A PAGAR PROCESSADOS PAGOS (b);Pessoal e Encargos Sociais;649572,87;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RESTOS A PAGAR PROCESSADOS PAGOS (b);Outras Despesas Correntes;574332,7;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);1223905,57;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS DE CAPITAL (XVI);537702,22;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RESTOS A PAGAR PROCESSADOS PAGOS (b);Investimentos;537702,22;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);537702,22;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);1761607,79;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;LIQUIDADOS;DESPESAS CORRENTES (XIII);1269547,56;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;LIQUIDADOS;Outras Despesas Correntes;1269547,56;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;LIQUIDADOS;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);1269547,56;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;LIQUIDADOS;DESPESAS DE CAPITAL (XVI);403760,82;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;LIQUIDADOS;Investimentos;403760,82;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;LIQUIDADOS;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);403760,82;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;LIQUIDADOS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);1673308,38;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PAGOS (c);DESPESAS CORRENTES (XIII);1265755,16;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PAGOS (c);Outras Despesas Correntes;1265755,16;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PAGOS (c);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);1265755,16;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PAGOS (c);DESPESAS DE CAPITAL (XVI);379473,89;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PAGOS (c);Investimentos;379473,89;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PAGOS (c);DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);379473,89;20210201
Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;40784;PAGOS (c);DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);1645229,05;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;DESPESAS CORRENTES (XIII);183392813,1;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;Pessoal e Encargos Sociais;122121414,7;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;Juros e Encargos da Dívida (XIV);288339,27;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;Outras Despesas Correntes;60983059,15;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);183104473,8;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;DESPESAS DE CAPITAL (XVI);43871539,9;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;Investimentos;41945327,07;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;Inversões Financeiras;235801;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;Concessão de Empréstimos e Financiamentos (XVII);1;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;Demais Inversões Financeiras;235800;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;Amortização da Dívida (XX);1690411,83;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);42181127,07;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;RESERVA DE CONTINGÊNCIA (XXII);462100;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DOTAÇÃO ATUALIZADA;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);225747700,9;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS EMPENHADAS;DESPESAS CORRENTES (XIII);64560590,06;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS EMPENHADAS;Pessoal e Encargos Sociais;51106417,75;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS EMPENHADAS;Juros e Encargos da Dívida (XIV);71000;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS EMPENHADAS;Outras Despesas Correntes;13383172,31;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS EMPENHADAS;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);64489590,06;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS EMPENHADAS;DESPESAS DE CAPITAL (XVI);1158714,31;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS EMPENHADAS;Investimentos;426514,31;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS EMPENHADAS;Amortização da Dívida (XX);732200;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS EMPENHADAS;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);426514,31;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS EMPENHADAS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);64916104,37;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS LIQUIDADAS;DESPESAS CORRENTES (XIII);20885802,2;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS LIQUIDADAS;Pessoal e Encargos Sociais;16156792,4;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS LIQUIDADAS;Juros e Encargos da Dívida (XIV);14004,67;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS LIQUIDADAS;Outras Despesas Correntes;4715005,13;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS LIQUIDADAS;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);20871797,53;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS LIQUIDADAS;DESPESAS DE CAPITAL (XVI);440156,64;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS LIQUIDADAS;Investimentos;99346,81;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS LIQUIDADAS;Amortização da Dívida (XX);340809,83;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS LIQUIDADAS;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);99346,81;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS LIQUIDADAS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);20971144,34;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS PAGAS (a);DESPESAS CORRENTES (XIII);13157690,59;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS PAGAS (a);Pessoal e Encargos Sociais;9288694,54;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS PAGAS (a);Juros e Encargos da Dívida (XIV);14004,67;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS PAGAS (a);Outras Despesas Correntes;3854991,38;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS PAGAS (a);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);13143685,92;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS PAGAS (a);DESPESAS DE CAPITAL (XVI);380506,2;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS PAGAS (a);Investimentos;42623,07;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS PAGAS (a);Amortização da Dívida (XX);337883,13;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS PAGAS (a);DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);42623,07;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;DESPESAS PAGAS (a);DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);13186308,99;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS CORRENTES (XIII);8440369,56;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RESTOS A PAGAR PROCESSADOS PAGOS (b);Pessoal e Encargos Sociais;6486956,88;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RESTOS A PAGAR PROCESSADOS PAGOS (b);Outras Despesas Correntes;1953412,68;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);8440369,56;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS DE CAPITAL (XVI);1051923,67;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RESTOS A PAGAR PROCESSADOS PAGOS (b);Investimentos;1051923,67;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);1051923,67;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);9492293,23;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;LIQUIDADOS;DESPESAS CORRENTES (XIII);101778,01;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;LIQUIDADOS;Outras Despesas Correntes;101778,01;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;LIQUIDADOS;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);101778,01;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;LIQUIDADOS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);101778,01;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PAGOS (c);DESPESAS CORRENTES (XIII);101778,01;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PAGOS (c);Outras Despesas Correntes;101778,01;20210201
Prefeitura Municipal de Horizonte - CE;2305233;CE;68529;PAGOS (c);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);101778,01;20210201
