Exercício: 2021;;;;;;;
Período: 2o. bimestre;;;;;;;
Escopo: Municípios do Estado - CE;;;;;;;
Anexo 06 - Demonstrativo do Resultado Primário e Nominal;;;;;;;
Tabela: Cálculo Acima da Linha - Despesas Primárias;;;;;;;
Período de Homologação/Retificação: 01/01/2018 à 07/07/2021;;;;;;;
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Valor;date
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS EMPENHADAS;DESPESAS DE CAPITAL (XVI);182942097,5;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS EMPENHADAS;Investimentos;142184781;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS EMPENHADAS;Inversões Financeiras;14977,5;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS EMPENHADAS;Concessão de Empréstimos e Financiamentos (XVII);14977,5;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS EMPENHADAS;Amortização da Dívida (XX);40742338,97;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS EMPENHADAS;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);142184781;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS EMPENHADAS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);2365075175;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS LIQUIDADAS;DESPESAS CORRENTES (XIII);2071120904;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS LIQUIDADAS;Pessoal e Encargos Sociais;1163356142;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS LIQUIDADAS;Juros e Encargos da Dívida (XIV);18266305,36;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS LIQUIDADAS;Outras Despesas Correntes;889498456,4;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS LIQUIDADAS;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);2052854598;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS LIQUIDADAS;DESPESAS DE CAPITAL (XVI);91867074,56;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS LIQUIDADAS;Investimentos;64009758,09;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS LIQUIDADAS;Inversões Financeiras;14977,5;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS LIQUIDADAS;Concessão de Empréstimos e Financiamentos (XVII);14977,5;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS LIQUIDADAS;Amortização da Dívida (XX);27842338,97;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS LIQUIDADAS;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);64009758,09;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS LIQUIDADAS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);2116864356;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS PAGAS (a);DESPESAS CORRENTES (XIII);2020702200;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS PAGAS (a);Pessoal e Encargos Sociais;1157676647;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS PAGAS (a);Juros e Encargos da Dívida (XIV);17270840,02;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS PAGAS (a);Outras Despesas Correntes;845754713;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS PAGAS (a);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);2003431360;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS PAGAS (a);DESPESAS DE CAPITAL (XVI);71319917,04;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS PAGAS (a);Investimentos;44047260,4;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS PAGAS (a);Inversões Financeiras;14977,5;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS PAGAS (a);Concessão de Empréstimos e Financiamentos (XVII);14977,5;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS PAGAS (a);Amortização da Dívida (XX);27257679,14;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS PAGAS (a);DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);44047260,4;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;DESPESAS PAGAS (a);DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);2047478621;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS CORRENTES (XIII);20301010,77;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;RESTOS A PAGAR PROCESSADOS PAGOS (b);Pessoal e Encargos Sociais;5106526,36;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;RESTOS A PAGAR PROCESSADOS PAGOS (b);Outras Despesas Correntes;15194484,41;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);20301010,77;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS DE CAPITAL (XVI);6790764,79;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;RESTOS A PAGAR PROCESSADOS PAGOS (b);Investimentos;6790764,79;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);6790764,79;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);27091775,56;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;LIQUIDADOS;DESPESAS CORRENTES (XIII);216717540,1;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;LIQUIDADOS;Pessoal e Encargos Sociais;2667052,29;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;LIQUIDADOS;Juros e Encargos da Dívida (XIV);1003488,23;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;LIQUIDADOS;Outras Despesas Correntes;213046999,5;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;LIQUIDADOS;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);215714051,8;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;LIQUIDADOS;DESPESAS DE CAPITAL (XVI);47148524,52;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;LIQUIDADOS;Investimentos;46575806,67;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;LIQUIDADOS;Amortização da Dívida (XX);572717,85;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;LIQUIDADOS;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);46575806,67;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;LIQUIDADOS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);262289858,5;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;PAGOS (c);DESPESAS CORRENTES (XIII);215282683,5;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;PAGOS (c);Pessoal e Encargos Sociais;2653075,32;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;PAGOS (c);Juros e Encargos da Dívida (XIV);1003488,23;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;PAGOS (c);Outras Despesas Correntes;211626120;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;PAGOS (c);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);214279195,3;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;PAGOS (c);DESPESAS DE CAPITAL (XVI);45276848,47;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;PAGOS (c);Investimentos;44704130,62;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;PAGOS (c);Amortização da Dívida (XX);572717,85;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;PAGOS (c);DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);44704130,62;20210401
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2686612;PAGOS (c);DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);258983325,9;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DOTAÇÃO ATUALIZADA;DESPESAS CORRENTES (XIII);164702078,7;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DOTAÇÃO ATUALIZADA;Pessoal e Encargos Sociais;88904778,68;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DOTAÇÃO ATUALIZADA;Juros e Encargos da Dívida (XIV);50000;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DOTAÇÃO ATUALIZADA;Outras Despesas Correntes;75747300;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DOTAÇÃO ATUALIZADA;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);164652078,7;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DOTAÇÃO ATUALIZADA;DESPESAS DE CAPITAL (XVI);14388421,32;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DOTAÇÃO ATUALIZADA;Investimentos;11232421,32;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DOTAÇÃO ATUALIZADA;Amortização da Dívida (XX);3156000;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DOTAÇÃO ATUALIZADA;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);11232421,32;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DOTAÇÃO ATUALIZADA;RESERVA DE CONTINGÊNCIA (XXII);2609500;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DOTAÇÃO ATUALIZADA;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);178494000;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS EMPENHADAS;DESPESAS CORRENTES (XIII);112825415;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS EMPENHADAS;Pessoal e Encargos Sociais;66697346,65;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS EMPENHADAS;Outras Despesas Correntes;46128068,33;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS EMPENHADAS;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);112825415;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS EMPENHADAS;DESPESAS DE CAPITAL (XVI);7175113,77;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS EMPENHADAS;Investimentos;4032885,49;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS EMPENHADAS;Amortização da Dívida (XX);3142228,28;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS EMPENHADAS;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);4032885,49;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS EMPENHADAS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);116858300,5;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS LIQUIDADAS;DESPESAS CORRENTES (XIII);50154633,3;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS LIQUIDADAS;Pessoal e Encargos Sociais;26419842,26;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS LIQUIDADAS;Outras Despesas Correntes;23734791,04;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS LIQUIDADAS;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);50154633,3;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS LIQUIDADAS;DESPESAS DE CAPITAL (XVI);4579171,93;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS LIQUIDADAS;Investimentos;2630999,75;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS LIQUIDADAS;Amortização da Dívida (XX);1948172,18;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS LIQUIDADAS;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);2630999,75;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS LIQUIDADAS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);52785633,05;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS PAGAS (a);DESPESAS CORRENTES (XIII);48249197,44;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS PAGAS (a);Pessoal e Encargos Sociais;26066763,9;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS PAGAS (a);Outras Despesas Correntes;22182433,54;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS PAGAS (a);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);48249197,44;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS PAGAS (a);DESPESAS DE CAPITAL (XVI);4579171,93;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS PAGAS (a);Investimentos;2630999,75;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS PAGAS (a);Amortização da Dívida (XX);1948172,18;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS PAGAS (a);DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);2630999,75;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;DESPESAS PAGAS (a);DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);50880197,19;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS CORRENTES (XIII);5315703,72;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;RESTOS A PAGAR PROCESSADOS PAGOS (b);Pessoal e Encargos Sociais;1703043,93;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;RESTOS A PAGAR PROCESSADOS PAGOS (b);Outras Despesas Correntes;3612659,79;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);5315703,72;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS DE CAPITAL (XVI);110400,95;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;RESTOS A PAGAR PROCESSADOS PAGOS (b);Investimentos;110400,95;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);110400,95;20210401
Prefeitura Municipal de Crateús - CE;2304103;CE;75159;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);5426104,67;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;DESPESAS CORRENTES (XIII);153057750;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;Pessoal e Encargos Sociais;77173400;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;Juros e Encargos da Dívida (XIV);2600;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;Outras Despesas Correntes;75881750;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);153055150;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;DESPESAS DE CAPITAL (XVI);13966350;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;Investimentos;13118150;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;Inversões Financeiras;45000;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;Demais Inversões Financeiras;45000;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;Amortização da Dívida (XX);803200;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);13163150;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;RESERVA DE CONTINGÊNCIA (XXII);855000;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DOTAÇÃO ATUALIZADA;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);167073300;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS EMPENHADAS;DESPESAS CORRENTES (XIII);80199730,63;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS EMPENHADAS;Pessoal e Encargos Sociais;41200318,3;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS EMPENHADAS;Outras Despesas Correntes;38999412,33;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS EMPENHADAS;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);80199730,63;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS EMPENHADAS;DESPESAS DE CAPITAL (XVI);2368690,17;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS EMPENHADAS;Investimentos;1868690,17;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS EMPENHADAS;Amortização da Dívida (XX);500000;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS EMPENHADAS;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);1868690,17;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS EMPENHADAS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);82068420,8;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS LIQUIDADAS;DESPESAS CORRENTES (XIII);43807300,26;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS LIQUIDADAS;Pessoal e Encargos Sociais;22234609,26;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS LIQUIDADAS;Outras Despesas Correntes;21572691;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS LIQUIDADAS;DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);43807300,26;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS LIQUIDADAS;DESPESAS DE CAPITAL (XVI);1760388,24;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS LIQUIDADAS;Investimentos;1463040,6;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS LIQUIDADAS;Amortização da Dívida (XX);297347,64;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS LIQUIDADAS;DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);1463040,6;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS LIQUIDADAS;DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);45270340,86;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS PAGAS (a);DESPESAS CORRENTES (XIII);39139963,44;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS PAGAS (a);Pessoal e Encargos Sociais;20241085,82;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS PAGAS (a);Outras Despesas Correntes;18898877,62;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS PAGAS (a);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);39139963,44;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS PAGAS (a);DESPESAS DE CAPITAL (XVI);1723742,37;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS PAGAS (a);Investimentos;1426394,73;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS PAGAS (a);Amortização da Dívida (XX);297347,64;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS PAGAS (a);DESPESAS PRIMÁRIAS DE CAPITAL (XXI) = (XVI - XVII - XVIII - XIX - XX);1426394,73;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;DESPESAS PAGAS (a);DESPESA PRIMÁRIA TOTAL (XXIII) = (XV + XXI + XXII);40566358,17;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS CORRENTES (XIII);9345524,86;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;RESTOS A PAGAR PROCESSADOS PAGOS (b);Pessoal e Encargos Sociais;4770764,33;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;RESTOS A PAGAR PROCESSADOS PAGOS (b);Outras Despesas Correntes;4574760,53;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS PRIMÁRIAS CORRENTES (XV) = (XIII - XIV);9345524,86;20210401
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;59890;RESTOS A PAGAR PROCESSADOS PAGOS (b);DESPESAS DE CAPITAL (XVI);1128748,36;20210401
